"Frist Name","Last Name","Hire Date"
"Krister","Cherinka","5/6/1986"
"Shahid","Zykh","9/4/1986"
"Masako","Peltason","2/6/1986"
"Sugwoo","Kropp","8/9/1986"
"Adib","Lagarias","8/9/1986"
"Shahab","Ginneken","4/1/1986"
"Kwangsub","Theuretzbacher","5/6/1986"
"Zhiwei","Krohm","2/9/1986"
"Zongyan","Zweizig","4/1/1986"
"Sachio","Puppo","6/6/1986"
"Kensyu","Savasere","2/5/1986"
"Samphel","Swiler","5/4/1986"
"Mariangiola","Gils","8/2/1986"
"Basem","Savasere","3/1/1986"
"Arunas","Shigei","5/3/1986"
"Kwangyoen","Knightly","4/9/1986"
"Toshimori","Jiang","2/4/1986"
"Fai","Narwekar","2/8/1986"
"Naftali","Gecseg","1/4/1986"
"Minghong","Vernadat","2/4/1986"
"Constantino","Kushnir","7/2/1986"
"Ekawit","Steenbeek","4/2/1986"
"Adil","Chandrasekhar","4/8/1986"
"Ewing","Perl","6/5/1986"
"Giap","Brodie","6/5/1986"
"Qiwen","Salinas","6/9/1986"
"Djenana","Fordan","3/2/1986"
"Kenroku","Impagliazzo","1/6/1986"
"Serap","Fiutem","9/9/1986"
"Terresa","Fairtlough","5/7/1986"
"Torsten","Birke","2/7/1986"
"Syozo","Hiltgen","7/4/1986"
"Sachem","Tomescu","3/1/1986"
"George","Schnabel","9/6/1986"
"Mori","Plumb","4/3/1986"
"Bojan","Kobuchi","9/4/1986"
"Yonghong","Ernst","8/2/1986"
"Brewster","Gaughan","7/3/1986"
"Temple","Yetim","3/9/1986"
"Sergi","Woycyznski","4/6/1986"
"Godehard","Kitai","1/4/1986"
"Hercules","Benzmuller","6/4/1986"
"Giordano","Lanteri","7/9/1986"
"Woody","Anger","7/5/1986"
"Berry","Pramanik","8/3/1986"
"Arno","Chvatal","7/2/1986"
"Piyush","Miyakawa","8/2/1986"
"Yuriy","Daescu","6/6/1986"
"Shawna","Chorvat","4/4/1986"
"Yucel","Itschner","6/4/1986"
"Atilio","Lund","3/8/1986"
"Sedat","Ohori","8/4/1986"
"Kristina","Pena","3/7/1986"
"Shrikanth","Horswill","2/3/1986"
"Mohan","Turnbull","7/7/1986"
"Mamdouh","Butner","1/7/1986"
"Gully","Ramaiah","7/9/1986"
"Collette","Talmon","2/3/1986"
"Constantijn","Kaiserswerth","6/9/1986"
"Teiji","Poupard","8/2/1986"
"Narain","Vigier","9/7/1986"
"Nirmal","Haumacher","8/8/1986"
"Stabislas","Herbst","4/6/1986"
"Uma","Binding","9/1/1986"
"Zvonko","Giarratana","7/3/1986"
"Masako","Einsfeld","5/4/1986"
"Yuguang","Leppanen","3/2/1986"
"Yunming","Anily","3/5/1986"
"Bedir","Boguraev","5/4/1986"
"Geraldo","Kumaresan","4/5/1986"
"Shay","Farrar","7/4/1986"
"Juyoung","Setlzner","4/1/1986"
"Dmitry","Kopetz","8/5/1986"
"Tokuyasu","Yetto","4/1/1986"
"Yannik","VanScheik","8/9/1986"
"Mohit","Fabrizio","8/5/1986"
"Felicidad","Czap","9/7/1986"
"Basim","Dymetman","7/6/1986"
"Eric","Esposito","5/5/1986"
"Tiina","Ventosa","1/6/1986"
"Hiroyasu","Malinowski","7/5/1986"
"Jianhua","Lung","3/7/1986"
"Adin","Talmor","6/6/1986"
"Shounak","Warwick","3/8/1986"
"Serenella","Knightly","6/4/1986"
"Freyja","Zeidenstein","9/3/1986"
"Gil","Chinen","1/5/1986"
"Sasan","Azumi","2/3/1986"
"Kazuhiko","Picel","6/2/1986"
"Lihong","Esteva","8/3/1986"
"Ronnie","Yurov","3/3/1986"
"Fay","Bade","1/6/1986"
"Moss","Reinhard","7/1/1986"
"Lijie","Covnot","7/5/1986"
"Pascal","Arlazarov","6/7/1986"
"Gererd","Marchesini","8/1/1986"
"Rasiah","Eastman","8/6/1986"
"Masako","Khasidashvili","4/7/1986"
"Kazuhiko","Gewali","4/6/1986"
"Marek","Waterhouse","7/3/1986"
"Yurij","Lyonns","3/2/1986"
"Chikako","Kaiserswerth","8/8/1986"
"Chenye","Pocchiola","6/6/1986"
"Taiji","Zongker","6/5/1986"
"Zhiwei","Juneja","3/4/1986"
"Shuji","Cairo","6/4/1986"
"Anwar","Collette","5/1/1986"
"Zeljko","Oberman","1/8/1986"
"Gianluca","Merli","8/6/1986"
"Frederique","Gaughan","8/8/1986"
"Moti","Murthy","6/3/1986"
"Gio","Hashii","2/7/1986"
"Kazuhide","Stifter","8/6/1986"
"Yongqiao","Rusterholz","6/5/1986"
"Masami","Gihr","6/7/1986"
"Wayne","Tyugu","6/9/1986"
"Dipankar","Taubman","2/9/1986"
"Bangqing","Kleiser","6/6/1986"
"Frederique","Stille","2/3/1986"
"Aiichiro","Picht","3/1/1986"
"Wojceich","Boissier","5/9/1986"
"Arup","Peternell","6/5/1986"
"Dinkar","Marakhovsky","6/4/1986"
"Somnath","Hopewell","8/1/1986"
"Kiam","Baaz","7/4/1986"
"Odoardo","Cullers","2/5/1986"
"Gro","Georgakopoulos","7/4/1986"
"Jongsuk","Montresor","8/8/1986"
"Bezalel","Hebert","6/3/1986"
"Shigeo","Butner","7/4/1986"
"Tianruo","Stemann","1/3/1986"
"Masaru","Hagimont","4/6/1986"
"Niranjan","Crabtree","1/7/1986"
"Arunachalam","Srimani","7/7/1986"
"Mabry","Stifter","9/2/1986"
"Alassane","Picco","2/2/1986"
"Giri","Penttonen","8/2/1986"
"Howell","Fordan","4/2/1986"
"Alagu","Gomatam","8/7/1986"
"Jungsoon","Rosca","1/5/1986"
"Danco","Ranai","3/3/1986"
"Fusako","Schrift","4/3/1986"
"Zita","Ranze","5/9/1986"
"Sverrir","Bruckman","2/7/1986"
"Eric","Wendorf","9/2/1986"
"Kwan","Vernadat","4/6/1986"
"Bezalel","Hegner","2/2/1986"
"Alain","Griswold","1/3/1986"
"Ravishankar","Ritzmann","9/7/1986"
"Lakshmi","Peternell","6/3/1986"
"Shahid","Ritcey","4/6/1986"
"Steve","Rissland","4/8/1986"
"Hausi","Seiwald","4/4/1986"
"Gadiel","Vendrig","3/2/1986"
"Arnould","Conde","2/7/1986"
"Weicheng","Karunanithi","7/1/1986"
"Freyja","Chepyzhov","9/8/1986"
"Lucien","Uhrig","3/8/1986"
"Van","Rouquie","3/1/1986"
"Jinpo","Schnabel","1/6/1986"
"Fai","Iwayama","1/8/1986"
"Keung","Litzkow","4/1/1986"
"Changho","Adachi","9/9/1986"
"Junsik","Hofting","3/2/1986"
"Stein","Mungall","8/9/1986"
"Ult","Berstel","7/1/1986"
"Nahla","Kranzdorf","9/3/1986"
"Narain","Escriba","1/7/1986"
"Billie","Kumaresan","5/8/1986"
"Manibrata","Schusler","4/3/1986"
"Nahid","Vakili","7/3/1986"
"Narain","Scallan","4/4/1986"
"Golgen","Kulisch","9/8/1986"
"Marl","Uhrik","5/2/1986"
"Sangeeta","Redmiles","2/6/1986"
"Idoia","Ishibashi","4/5/1986"
"Fei","Waschkowski","7/9/1986"
"Kamran","Muhlberg","1/4/1986"
"Adas","Hofmeyr","1/2/1986"
"Ymte","Ramsay","4/9/1986"
"Florian","Isard","5/6/1986"
"Teiji","Showalter","4/9/1986"
"Stamatina","Shihab","8/1/1986"
"Marjo","Pileggi","7/1/1986"
"Tayeb","Bade","7/2/1986"
"Elvis","Ritzmann","7/2/1986"
"Sibyl","Lores","4/3/1986"
"Anoosh","Eiron","1/7/1986"
"Siamak","Karnin","5/2/1986"
"Fuqing","Parveen","5/4/1986"
"Sham","Cronan","2/3/1986"
"Shigehito","Beznosov","9/3/1986"
"Kinh","Melton","6/7/1986"
"Shietung","Dymetman","6/4/1986"
"Kristina","Mukaidono","8/8/1986"
"Gregory","Pezzoli","6/6/1986"
"Bilhanan","Munos","4/7/1986"
"Chinhyun","Vickson","1/9/1986"
"Mikhail","Kakkar","2/4/1986"
"Aran","Koprowski","3/5/1986"
"Mohit","Trelles","5/9/1986"
"Yinghua","Streit","2/1/1986"
"Faiza","Lyonns","4/5/1986"
"Georg","Ghazalie","9/3/1986"
"Zine","Krichel","3/3/1986"
"Alair","Herbst","5/5/1986"
"Berry","Kushner","8/5/1986"
"Srinidhi","Hellwagner","2/7/1986"
"Haldun","Raoux","4/4/1986"
"Nahum","Kobuchi","9/1/1986"
"Yuriy","Simmel","7/7/1986"
"Kristian","Bergere","1/1/1986"
"Tomokazu","Dolinsky","5/7/1986"
"Zhongwei","Ecklund","6/7/1986"
"Kazuhira","Rosch","7/8/1986"
"Bluma","Birrer","2/9/1986"
"Matt","Quittner","8/9/1986"
"Hironobu","Zwicker","2/9/1986"
"Lucian","Rettelbach","2/1/1986"
"Hidekazu","Schurmann","5/7/1986"
"Barry","Langford","1/5/1986"
"Perry","Stranks","6/3/1986"
"Martins","Reutenauer","6/8/1986"
"Uriel","Kusakabe","4/9/1986"
"Martijn","Ernst","6/3/1986"
"Laurentiu","Kuhnemann","3/3/1986"
"Sadok","Eickenmeyer","7/4/1986"
"Poornachandra","Speel","3/9/1986"
"Huican","Foong","9/4/1986"
"Ayakannu","Rindone","9/6/1986"
"Ennio","Tetzlaff","5/9/1986"
"Seongbin","Malinowski","2/5/1986"
"Mang","Gargeya","5/7/1986"
"Gino","Fandrianto","4/1/1986"
"Radhia","Krupka","9/8/1986"
"Debaprosad","Otillio","2/4/1986"
"Margareta","Sanella","3/2/1986"
"Nimmagadda","Servi","2/2/1986"
"Babette","Engelmann","6/2/1986"
"Oscar","Reutenauer","7/4/1986"
"Junsik","Albarhamtoshy","4/8/1986"
"Mokhtar","Ratnakar","3/1/1986"
"Adin","Reinhard","2/7/1986"
"Izaskun","Setia","6/6/1986"
"Kirk","Tischendorf","8/9/1986"
"IEEE","Kalsbeek","5/8/1986"
"Gudjon","Sanella","3/9/1986"
"Hongzhu","Gammage","6/9/1986"
"Martins","Mawatari","4/2/1986"
"Arfst","Staylopatis","7/8/1986"
"LiMin","Suri","5/4/1986"
"Pranjal","Egerstedt","9/6/1986"
"Subhash","Garnham","7/6/1986"
"Kirk","Papsdorf","9/8/1986"
"Martine","Fontet","5/5/1986"
"Jayesh","Stemann","1/5/1986"
"Geoffry","Feinberg","1/8/1986"
"Kwok","Morrow","6/9/1986"
"Mong","Comte","2/9/1986"
"Sukumar","Picel","7/2/1986"
"Hugh","Mawatari","8/6/1986"
"Niranjan","Luders","7/9/1986"
"Shigeu","Orsini","8/7/1986"
"Taizo","Liedekerke","8/4/1986"
"Eberhardt","Munawer","2/3/1986"
"Reuven","Strandh","4/9/1986"
"Tru","Kalefeld","8/9/1986"
"Suzette","Soicher","8/8/1986"
"Subhash","Cappelli","5/5/1986"
"Berna","Tagansky","9/4/1986"
"Mary","Masand","5/1/1986"
"Tetsurou","Bazelow","4/5/1986"
"Jaewon","Krohm","2/3/1986"
"Khalid","Decleir","3/3/1986"
"Sajjan","Brodie","2/3/1986"
"Magdalena","Cooman","1/5/1986"
"Dinah","Lamparter","6/6/1986"
"Ronnie","Pintelas","9/3/1986"
"Susanta","Figueira","2/3/1986"
"Yongmao","Piveteau","7/7/1986"
"Leah","Anguita","4/7/1986"
"Shuichi","Nannarelli","4/4/1986"
"Munehiro","Erman","7/4/1986"
"Shir","Serov","7/4/1986"
"Kazuhito","Assaf","1/2/1986"
"Weiye","Heering","9/1/1986"
"Zhensheng","Rahimi","5/4/1986"
"Marla","Staelin","2/7/1986"
"Ranan","Pusterhofer","3/8/1986"
"Visit","Erol","7/1/1986"
"Uri","Mullainathan","9/6/1986"
"Willard","Rosiles","9/1/1986"
"Fan","Pepe","7/2/1986"
"Ymte","Loncour","3/1/1986"
"Manu","Rosin","9/5/1986"
"Shigeaki","Awdeh","9/4/1986"
"Gro","Carrere","5/1/1986"
"Vishu","DeMori","9/3/1986"
"Ymte","Cannard","3/6/1986"
"Harjit","Ghandeharizadeh","6/3/1986"
"Phillip","Naudin","8/9/1986"
"Youpyo","Liesche","3/6/1986"
"Pramod","Merlo","9/5/1986"
"Nalini","Hofstetter","2/7/1986"
"Xianlong","Hennings","2/7/1986"
"Stamatina","Erbe","7/7/1986"
"Subhankar","Emmart","6/7/1986"
"Gila","Conte","9/3/1986"
"Jungsoon","Terkki","3/8/1986"
"Dinkar","Olano","2/2/1986"
"Badri","DiGiano","5/6/1986"
"Aloys","Lichtner","4/7/1986"
"Mooi","Ciolek","7/5/1986"
"Karsten","Lodder","5/1/1986"
"Francoise","Foote","9/4/1986"
"Peer","Guting","8/7/1986"
"Jaideep","Kusalik","3/1/1986"
"Luigi","Plavsic","1/4/1986"
"Elrique","Veccia","7/3/1986"
"Lakshmi","Harbusch","2/8/1986"
"Vishwani","Spataro","9/8/1986"
"Berto","Middleton","3/3/1986"
"Armond","Staudhammer","3/7/1986"
"Matt","Marakhovsky","4/4/1986"
"Heejo","Sigstam","8/3/1986"
"Yongmin","Wissmann","2/5/1986"
"Shaw","Velardi","6/9/1986"
"Marco","Larfeldt","9/4/1986"
"Josyula","Uhrig","4/8/1986"
"Subbu","Peris","4/3/1986"
"Raimond","Mitina","1/2/1986"
"Chinya","Emmerich","5/8/1986"
"Shim","Polupanov","3/1/1986"
"Mana","Isaak","4/8/1986"
"Avishai","Nitsch","1/3/1986"
"Wuxu","Majewski","5/2/1986"
"Masako","Krone","5/8/1986"
"Leaf","Vigier","1/2/1986"
"Sukumar","Syang","7/3/1986"
"Martine","Delaune","5/8/1986"
"Ute","Hardjono","5/2/1986"
"Sadun","Barinka","8/3/1986"
"Seongbin","Czap","8/2/1986"
"Gou","Ramsey","6/3/1986"
"Malu","Sinicrope","6/3/1986"
"Isaac","Cronan","5/6/1986"
"Mani","Yetto","7/8/1986"
"Roselyn","Moffat","4/3/1986"
"Piyush","Serov","7/2/1986"
"Vitali","Crelier","9/6/1986"
"Abdelghani","Nyrup","8/2/1986"
"Shuho","Brobst","1/5/1986"
"Uno","Coney","8/4/1986"
"Rayond","Falster","3/4/1986"
"Palash","Gulak","5/9/1986"
"Mack","Cyre","8/5/1986"
"Tsz","Lunn","5/1/1986"
"Huan","Kavvadias","4/1/1986"
"Greger","Chandrasekhar","7/3/1986"
"Giap","Kalorkoti","3/7/1986"
"Poorav","Papastamatiou","1/1/1986"
"Neven","Leuchs","8/8/1986"
"Marjo","Stellhorn","7/7/1986"
"Hidefumi","Mahnke","8/4/1986"
"Zdislav","Gelosh","8/4/1986"
"Etsuo","Kinley","3/6/1986"
"Valter","Egerstedt","1/3/1986"
"Aiichiro","Alpin","3/3/1986"
"Neelam","Legleitner","8/6/1986"
"Sreenivas","Hitomi","5/2/1986"
"Jongsuk","Mawatari","2/7/1986"
"Giao","Pauthner","2/3/1986"
"Yuguang","Karner","9/7/1986"
"Uta","Rosaz","5/6/1986"
"TRUE","Terekhov","4/7/1986"
"Heng","Kitsuregawa","5/3/1986"
"Magy","Lupu","9/7/1986"
"Premal","Bratsberg","5/9/1986"
"Elvis","Rubsam","9/5/1986"
"Kshitij","Birnbaum","4/2/1986"
"Filipe","Werthner","1/9/1986"
"Geoff","Billawala","5/8/1986"
"Denny","Assaf","7/8/1986"
"Xiaoshan","Mahmud","2/4/1986"
"Gay","Dichev","8/2/1986"
"Eishiro","Barreiro","7/1/1986"
"Shooichi","Jervis","3/9/1986"
"Danel","Lindenbaum","7/2/1986"
"Fayez","Kitai","9/1/1986"
"Tse","Hettesheimer","7/6/1986"
"Remmert","Nicolson","3/3/1986"
"Huan","Zumaque","7/6/1986"
"Alselm","Bolsens","8/1/1986"
"Danel","Lukaszewicz","7/1/1986"
"Ranga","Kornyak","4/9/1986"
"Wayne","Stranks","9/9/1986"
"Huican","Taubenfeld","1/9/1986"
"Mohamadou","Miake","6/6/1986"
"Khoa","Luders","3/8/1986"
"Tsz","Butner","2/7/1986"
"Murthy","Angiulli","8/2/1986"
"Mircea","Farrag","7/2/1986"
"JoAnna","Wilfing","8/1/1986"
"Hatim","Streit","8/6/1986"
"Odysseas","Hofman","2/1/1986"
"Ferdinand","Ciolek","6/9/1986"
"Mayuko","McConalogue","2/3/1986"
"Satyanarayana","Siochi","6/8/1986"
"Geoff","Munos","2/7/1986"
"Abdelwaheb","Kusakari","3/3/1986"
"Shir","Cummings","6/1/1986"
"Francesca","Poehlman","9/1/1986"
"Marke","Meriste","3/2/1986"
"Hyuncheol","Munke","4/4/1986"
"Hugh","Impagliazzo","9/3/1986"
"Quingbo","Kusakabe","2/4/1986"
"Steve","Usery","5/5/1986"
"Kwangsub","Aloia","4/3/1986"
"Vasilis","Kisuki","1/1/1986"
"Morrie","Auyong","2/6/1986"
"Miquel","Marrakchi","1/2/1986"
"Chenyi","Felcyn","5/5/1986"
"Etsuo","Armand","6/2/1986"
"Olivera","Zwicker","8/1/1986"
"Elgin","Foote","3/4/1986"
"Yuichiro","Kavvadias","5/7/1986"
"Akemi","Pileggi","8/1/1986"
"Brewster","Schmiedel","1/4/1986"
"Maria","Granlund","1/2/1986"
"Feiyu","Boissier","6/5/1986"
"Gadiel","Badache","5/8/1986"
"Ziyad","Chepyzhov","1/3/1986"
"Tadanori","Herber","5/6/1986"
"Martina","Georgakopoulos","2/3/1986"
"Sudhanshu","Sundgren","8/3/1986"
"Cedric","Kolvik","8/5/1986"
"Kazuhide","Paludetto","9/4/1986"
"Mang","Lamparter","7/8/1986"
"Margareta","Schnelling","1/6/1986"
"Djelloul","Chelton","6/5/1986"
"Muneo","Verspoor","8/1/1986"
"Macha","Brender","8/3/1986"
"Kerryn","Uhrik","8/3/1986"
"Emdad","Luon","7/5/1986"
"Seshu","Rassart","3/9/1986"
"Susumu","Baezner","9/7/1986"
"Sukumar","Michaels","7/9/1986"
"Paddy","Fargier","1/6/1986"
"Almudena","Weedman","2/5/1986"
"Zhonghui","Conta","2/1/1986"
"Luise","Haldar","9/4/1986"
"Xinglin","Waterhouse","5/1/1986"
"Gay","Cools","5/2/1986"
"Akemi","Litzkow","6/7/1986"
"Yannis","Matteis","9/4/1986"
"Yinghua","Kavanagh","2/3/1986"
"Falguni","Doering","2/2/1986"
"Sajjad","Eugenio","9/7/1986"
"Dung","Kulisch","6/1/1986"
"Shay","Czap","5/9/1986"
"Zissis","Kamble","2/2/1986"
"Chinho","Gluchowski","2/3/1986"
"Taegyun","Gini","8/9/1986"
"Cheong","Tempesti","4/1/1986"
"Angus","Ranum","5/5/1986"
"Bokyung","Isard","8/9/1986"
"Shigeo","Lowrie","8/2/1986"
"Kyoichi","Makrucki","5/8/1986"
"Josyula","Riexinger","8/3/1986"
"Aria","Thambidurai","9/1/1986"
"Kiyotoshi","Mattern","5/1/1986"
"Jasminko","Hockney","6/4/1986"
"Uri","Gonthier","4/4/1986"
"Subhrajyoti","Basart","3/1/1986"
"Masamitsu","Plotkin","2/7/1986"
"Yuqun","Begiun","9/5/1986"
"Fen","Thorelli","1/8/1986"
"Debatosh","Sgarro","5/6/1986"
"Mingsen","Luon","4/8/1986"
"Itzchak","Magliocco","3/3/1986"
"Shir","Sambasivam","1/1/1986"
"Fai","Terlouw","3/4/1986"
"Sakthirel","Sidhu","5/6/1986"
"Mamdouh","Katzenelson","4/9/1986"
"Uri","Larfeldt","8/4/1986"
"Moti","Simkin","7/2/1986"
"Atreyi","Koshiba","4/7/1986"
"LiMin","DiGiano","8/6/1986"
"Huei","Wossner","3/4/1986"
"Susumu","Veevers","7/4/1986"
"Gita","Pocchiola","6/8/1986"
"Serap","Kowalchuk","7/8/1986"
"Jeane","Muhling","3/6/1986"
"Masali","Constantine","1/3/1986"
"Jayson","Pietrzykowski","6/7/1986"
"Tse","Maginnis","3/2/1986"
"Shalesh","Birke","5/4/1986"
"Ennio","Roccetti","8/2/1986"
"Zhigen","England","1/4/1986"
"Aleksandar","Armand","8/9/1986"
"Subhash","Kuhnemann","8/5/1986"
"Pranav","Vecchio","1/4/1986"
"Mats","Conry","7/3/1986"
"Xiaopeng","Cmelik","2/3/1986"
"Munehiko","Masaki","1/1/1986"
"Sariel","Schnabel","9/4/1986"
"Toshiki","Gulak","3/1/1986"
"Shigehito","Badr","3/6/1986"
"Rance","Butner","4/4/1986"
"Premal","Renear","2/4/1986"
"Reinhard","Klyachko","2/9/1986"
"Greger","Erez","7/8/1986"
"Utz","Tramer","5/5/1986"
"Ronnie","Sichman","3/8/1986"
"Koichi","Speckmann","3/2/1986"
"Fuqing","Rosay","6/1/1986"
"Ramzi","Turnbull","1/2/1986"
"Oscar","Birjandi","4/7/1986"
"Snehasis","Peek","9/4/1986"
"Suvo","Kusakari","8/2/1986"
"Jacopo","Chiola","9/9/1986"
"Roded","Anandan","9/9/1986"
"Toney","Delgrossi","3/2/1986"
"Zsolt","Fontan","6/1/1986"
"Baoqiu","Danner","5/5/1986"
"Kannan","Scallan","8/5/1986"
"Mari","Boreale","5/9/1986"
"Manu","Smeets","7/9/1986"
"Maha","Panangaden","3/3/1986"
"Munehiro","Kading","7/3/1986"
"Yuuichi","Nilsson","3/7/1986"
"Abdulah","Jarecki","3/2/1986"
"Khoa","Cairo","6/7/1986"
"Kazuhito","Hennings","6/8/1986"
"Chinhyun","Vandervoorde","8/8/1986"
"Paraskevi","Rousseau","8/9/1986"
"Mokhtar","Granlund","6/1/1986"
"Barun","Iacovou","2/4/1986"
"Luigi","DuBourdieux","6/2/1986"
"Goncalo","Landherr","7/7/1986"
"Lijia","Swiss","8/2/1986"
"Shaowen","Takanami","3/2/1986"
"Udo","Keirsey","7/4/1986"
"Marsal","Unni","9/8/1986"
"Kitty","Peron","6/5/1986"
"Mountaz","Parfitt","1/8/1986"
"Naftali","Schapire","2/2/1986"
"Vidya","Stroustrup","1/3/1986"
"Yahiko","Erdi","4/8/1986"
"Shushma","Staelin","7/6/1986"
"Remco","Coors","6/5/1986"
"Maia","Siksek","6/8/1986"
"Chaoyi","Gurbaxani","3/2/1986"
"Hugo","Walstra","3/3/1986"
"Holgard","Thorensen","6/3/1986"
"Shrikanth","Luan","3/2/1986"
"Shahaf","Klerer","3/5/1986"
"Golgen","Saoudi","2/8/1986"
"Otmar","Suri","6/2/1986"
"Uli","Gill","5/5/1986"
"Lech","Walston","8/7/1986"
"Yucel","Peroz","9/4/1986"
"Youngkon","Douceur","6/1/1986"
"Jouni","Wrigley","9/6/1986"
"Gal","Arlazarov","7/8/1986"
"Weijing","Bage","7/6/1986"
"Jianhao","Perfilyeva","7/8/1986"
"Mingsen","Wuwongse","1/3/1986"
"Vitaly","Ligten","3/2/1986"
"Tetsushi","Uehara","1/8/1986"
"Nathalie","Speer","1/1/1986"
"Takahito","Pezzoli","5/3/1986"
"Gladys","Segond","7/6/1986"
"Golgen","Godskesen","5/2/1986"
"Niclas","Dayana","9/1/1986"
"Toshimitsu","Androutsos","2/4/1986"
"Rildo","Fabrizio","8/9/1986"
"Shounak","Speckmann","8/9/1986"
"Xinglin","Eugenio","9/8/1986"
"Lech","Nishimukai","2/4/1986"
"Leon","Seuren","3/1/1986"
"Yuchang","Kadhim","9/7/1986"
"Jeanna","Brookman","9/6/1986"
"Shay","Rattan","5/2/1986"
"Kaijung","Simmen","1/8/1986"
"Oscar","Luke","9/4/1986"
"Muneo","Guenter","9/4/1986"
"Anneke","Wilharm","3/9/1986"
"Holgard","Shihab","8/9/1986"
"Golgen","Parhami","3/3/1986"
"Marsha","Luef","7/4/1986"
"Wayne","Antonisse","3/7/1986"
"Yishay","Demir","9/3/1986"
"Annemarie","Lunt","1/8/1986"
"Arnould","Swist","3/7/1986"
"Rosalyn","Burnard","7/9/1986"
"Golgen","Lunt","7/4/1986"
"Mabry","Lanzelotte","6/9/1986"
"Kazuhide","Tasistro","1/7/1986"
"Peer","Kushnir","9/7/1986"
"Mohua","Menhardt","8/7/1986"
"Moss","Bonifati","1/8/1986"
"Hitomi","Rabejac","8/7/1986"
"Heekeun","Limongiello","9/7/1986"
"Patricio","Picel","2/9/1986"
"Spyrose","Demke","7/7/1986"
"Xinan","Xiaoshan","2/6/1986"
"Zdislav","Frolund","1/8/1986"
"Jeong","Muniz","3/7/1986"
"Mingdong","Tzvieli","5/8/1986"
"Tayeb","Speer","4/1/1986"
"Tzu","Sewelson","8/3/1986"
"Geoff","Collette","5/3/1986"
"Paloma","Bach","5/3/1986"
"Behnaam","Griswold","9/3/1986"
"Kazuhito","Sudbeck","9/7/1986"
"Hironoby","Bratten","7/4/1986"
"Kannan","Tsukune","7/9/1986"
"Volkmar","Bolotov","2/8/1986"
"Sanjoy","Koblick","4/8/1986"
"Ronnie","Cools","3/9/1986"
"Yishai","Yavatkar","6/6/1986"
"Mohua","Mersereau","8/3/1986"
"Kwangsub","Bauknecht","9/3/1986"
"Salvador","Sadowsky","5/8/1986"
"Chenyi","Brickell","8/7/1986"
"Jaideep","Huhdanpaa","9/1/1986"
"Sachem","Sommer","4/4/1986"
"Duri","Khasidashvili","2/2/1986"
"Nikolaos","Slutz","4/6/1986"
"Constantino","Rodham","2/5/1986"
"Mabry","Fandrianto","5/7/1986"
"Geoffrey","Madeira","7/3/1986"
"Rosalie","Mawatari","2/5/1986"
"Shridhar","Baak","6/6/1986"
"Sajjad","Makrucki","1/7/1986"
"Jouni","Whitcomb","8/7/1986"
"Shim","Unni","8/3/1986"
"Miomir","Birrer","1/5/1986"
"Gill","Tasistro","7/2/1986"
"Van","Aumann","4/9/1986"
"Basant","Suomi","9/3/1986"
"Sergi","Nastansky","9/4/1986"
"Matt","Demos","2/4/1986"
"Hidefumi","Siprelle","4/7/1986"
"Van","Schaar","3/3/1986"
"Tokuyasu","Bolotov","5/4/1986"
"Sanjeeva","Solares","5/3/1986"
"Hidde","Schrift","4/5/1986"
"Xudong","Roohalamini","6/8/1986"
"Wanqing","Jarecki","4/5/1986"
"Basim","Ramsay","9/5/1986"
"Shigenori","Decaestecker","8/5/1986"
"Brigham","Grospietsch","1/9/1986"
"Chiradeep","Barinka","1/5/1986"
"Itzchak","Passino","1/3/1986"
"Shim","Babb","8/4/1986"
"Fan","Simkin","3/8/1986"
"Zhaofang","Lodder","8/7/1986"
"Vasilis","Schaft","7/3/1986"
"Saddek","Thimonier","1/7/1986"
"Kendra","Hockney","6/4/1986"
"Fumiyo","Henders","6/2/1986"
"Wilmer","Lindqvist","2/1/1986"
"Kamakshi","Peng","2/2/1986"
"Gro","Flowers","5/1/1986"
"Badri","Shinomoto","8/3/1986"
"Oksana","Hockney","7/6/1986"
"Tsvetan","Cichocki","2/4/1986"
"Suvo","Vanwelkenhuysen","5/4/1986"
"Georg","Decleir","8/1/1986"
"Byong","Perry","8/1/1986"
"Kitty","Honglei","4/2/1986"
"Utpal","Klassen","4/5/1986"
"Shugo","Heinisuo","6/4/1986"
"Florina","Simkin","1/6/1986"
"Shen","Coorg","2/8/1986"
"Divier","Rabejac","1/6/1986"
"Eckart","Melichar","2/3/1986"
"Sachin","Jenevein","7/9/1986"
"Tamiya","Breugel","4/3/1986"
"Boriana","Middleton","3/5/1986"
"Francesca","Aseltine","8/3/1986"
"Candido","Danlos","9/2/1986"
"Divier","Haraldson","8/8/1986"
"Isamu","Prampolini","5/8/1986"
"Alassane","Bashian","2/8/1986"
"Parke","Harllee","4/8/1986"
"Weicheng","Dolinsky","3/9/1986"
"George","Ladret","5/4/1986"
"Jaana","Zweizig","9/8/1986"
"Shietung","Munoz","4/8/1986"
"Dietrich","Senzako","9/4/1986"
"Oldrich","Ferretti","4/9/1986"
"Tadahiko","Narahari","8/9/1986"
"Sukumar","Huhdanpaa","4/3/1986"
"Narain","Pearson","8/5/1986"
"Aluzio","Marzano","3/4/1986"
"Mitsuyuki","Doering","7/3/1986"
"Geoffrey","Nyrup","1/8/1986"
"Sumant","Cardazo","9/5/1986"
"Kwan","Hasham","4/1/1986"
"Abdelaziz","Serov","3/8/1986"
"Shaowei","Provine","3/3/1986"
"Shridhar","Cooley","6/7/1986"
